,Words
14701,hell x
14702,she x
14703,couldn't
14704,get x
14705,it x
14706,together
14707,i
14708,just x
14709,played x
14710,along x
14711,and x
14712,pretended x
14713,I x
14714,never x
14715,met x
14716,her
14717,how
14718,you x
14719,feelin'?
14720,i'm
14721,my x
14722,name x
14723,is x
14724,Mos x
14725,"""i'm"
14726,i
14727,heard x
14728,so x
14729,much x
14730,good x
14731,about x
14732,you y1
14733,it's
14734,nice x
14735,to x
14736,finally x
14737,meet
14738,we
14739,moved x
14740,to x
14741,the x
14742,booth x
14743,reserved x
14744,for x
14745,crew x
14746,especially
14747,and
14748,honey x
14749,love x
14750,ended x
14751,up x
14752,sittin'
14753,directly x
14754,next x
14755,to x
14756,me
14757,i'm
14758,type x
14759,polite y1
14760,but x
14761,now x
14762,i'm
14763,lookin'
14764,at x
14765,her x
14766,skeptically
14767,'cause
14768,baby x
14769,girl x
14770,got x
14771,all x
14772,the x
14773,right x
14774,weaponry
14775,designer
14776,fabric y1
14777,shoes x
14778,and x
14779,accessories
14780,chinky
14781,eyes y1
14782,sweet x
14783,voice x
14784,is x
14785,fuckin'
14786,with x
14787,me x
14788,mentally
14789,we
14790,conversated y1
14791,made x
14792,her x
14793,laugh x
14794,yeah y1
14795,you x
14796,know x
14797,me y1
14798,bro
14799,even
14800,though x
14801,I x
14802,know x
14803,the x
14804,steelo y1
14805,she x
14806,wild x
14807,sweet y1
14808,yo
14809,i'm
14810,'bout
14811,to x
14812,murk y1
14813,I x
14814,say x
14815,peace x
14816,to x
14817,the x
14818,family
14819,she
14820,hop x
14821,up x
14822,like y1
14823,you x
14824,gon'
14825,leave x
14826,before x
14827,you x
14828,dance x
14829,with x
14830,i
14831,know x
14832,I x
14833,can't
14834,afford x
14835,to x
14836,stop
14837,for
14838,one x
14839,moment y1
14840,that x
14841,it's
14842,too x
14843,soon x
14844,to x
14845,forget
14846,i
14847,know x
14848,I x
14849,can't
14850,afford x
14851,to x
14852,stop
14853,for
14854,one x
14855,moment y1
14856,that x
14857,it's
14858,too x
14859,soon x
14860,to x
14861,forget
14862,she
14863,blew x
14864,my x
14865,whole x
14866,head x
14867,with x
14868,that y1
14869,duke y1
14870,I x
14871,was x
14872,like y1
14873,i
14874,played x
14875,it x
14876,low x
14877,though
14878,i
14879,was x
14880,like y1
14881,yeah y1
14882,aight y1
14883,come x
14884,on x
14885,then y1
14886,let's
14887,go
14888,niggas
14889,was x
14890,mad y1
14891,niggas x
14892,was x
14893,so x
14894,sick y1
14895,I x
14896,tell x
14897,yo y1
14898,honey x
14899,was x
14900,so x
14901,blazin' y2
14902,she x
14903,was x
14904,yo y1
14905,she x
14906,looked x
14907,like x
14908,Jayne x
14909,kennedy y1
14910,word x
14911,bond y1
14912,to x
14913,my x
14914,mother y1
14915,man
14916,she
14917,was x
14918,that x
14919,ill y1
14920,man
14921,she
14922,take x
14923,me x
14924,to x
14925,the x
14926,dance x
14927,floor x
14928,and x
14929,she x
14930,start x
14931,whisperin'
14932,to x
14933,let x
14934,me x
14935,apologize x
14936,for x
14937,the x
14938,other x
14939,night y1
14940,I x
14941,know x
14942,it x
14943,wasn't
14944,right
14945,but
14946,baby y1
14947,you x
14948,know x
14949,what x
14950,it's
14951,like y1
14952,some x
14953,brothers x
14954,don't
14955,be x
14956,comin'
14957,i
14958,understand y1
14959,i'm
14960,feelin'
14961,you y1
14962,besides y1
14963,I x
14964,have x
14965,a x
14966,ain't
14967,really x
14968,that x
14969,original
14970,we
14971,laughed x
14972,about x
14973,it y1
14974,traced x
14975,her x
14976,arms x
14977,across x
14978,my x
14979,shoulder x
14980,blades
14981,they
14982,playin'
14983,Lovers x
14984,rock y1
14985,I x
14986,got x
14987,the x
14988,folded x
14989,fingers x
14990,on x
14991,her x
14992,waist
14993,heatin'
14994,my x
14995,blood x
14996,up x
14997,like x
14998,the x
14999,Arizona x
15000,summer
15001,song
15002,finished x
15003,then x
15004,she x
15005,whispered y1
15006,let's
15007,exchange x
15008,scene
15009,weeks x
15010,of x
15011,datin' y2
15012,late x
15013,night x
15014,conversation
15015,in
15016,the x
15017,crib y1
15018,heart x
15019,racin' y2
15020,tryin'
15021,to x
15022,be x
15023,cool x
15024,and x
15025,patient
15026,she
15027,touched x
15028,on x
15029,my x
15030,eyelids y1
15031,the x
15032,room x
15033,fell x
15034,silent
15035,she
15036,walked x
15037,away x
15038,smilin' y2
15039,singin'
15040,Gregory x
15041,isaacs y1
15042,like y1
15043,I x
15044,don't y2
15045,if x
15046,I x
15047,don't
15048,have x
15049,showin'
15050,me x
15051,her x
15052,tan x
15053,line x
15054,and x
15055,her x
15056,tattoo
15057,playin'
15058,sade y1
15059,Sweetest x
15060,taboo
15061,burnin'
15062,candles y1
15063,all x
15064,my x
15065,other x
15066,plans x
15067,got x
15068,cancelled y1
15069,man y1
15070,I x
15071,smashed x
15072,it x
15073,like x
15074,a x
15075,Idaho x
15076,potato
15077,she
15078,call x
15079,me x
15080,at x
15081,my x
15082,I x
15083,can't
15084,say x
15085,no
15086,ginseng
15087,tree x
15088,trunks y1
15089,rockin'
15090,the x
15091,cockin'
15092,her x
15093,knees x
15094,up y1
15095,champion x
15096,lover y1
15097,not x
15098,ease x
15099,up
15100,three
15101,months x
15102,she x
15103,call y1
15104,I x
15105,feel x
15106,i'm
15107,runnin'
15108,a x
15109,fever
15110,six
15111,months x
15112,i'm
15113,tellin'
15114,her x
15115,I x
15116,desperately x
15117,need x
15118,her
15119,nine
15120,months x
15121,symptoms x
15122,when x
15123,shorty x
15124,not x
15125,around
15126,i
15127,need x
15128,more x
15129,than x
15130,to x
15131,knock x
15132,it x
15133,down y1
15134,i'm
15135,really x
15136,tryin'
15137,to x
15138,lock x
15139,it x
15140,down y1
15141,midnight y1
15142,we x
15143,hook x
15144,up x
15145,and x
15146,go x
15147,at x
15148,it
15149,burn
15150,a x
15151,stoge x
15152,and x
15153,let x
15154,her x
15155,know y1
15156,sweetheart y1
15157,I x
15158,got x
15159,to x
15160,have x
15161,it
15162,she
15163,tellin'
15164,me x
15165,commitment x
15166,is x
15167,somethin'
15168,she x
15169,can't
15170,manage
15171,wake
15172,up x
15173,the x
15174,next x
15175,mornin' y2
15176,she x
15177,gone x
15178,like x
15179,it x
15180,was x
15181,magic y1
15182,aww y1
15183,damn x
15184,My x
15185,shit x
15186,is x
15187,on x
15188,Harrison x
15189,Ford x
15190,frantic
15191,my
15192,911's
15193,unanswered x
15194,by x
15195,my x
15196,fly x
15197,Taurus x
15198,enchantress
15199,next
15200,week y1
15201,Mu x
15202,hit x
15203,me x
15204,up y1
15205,I x
15206,saw x
15207,Sharice x
15208,at x
15209,the x
15210,Kittie x
15211,club
15212,with
15213,some x
15214,bangin'
15215,ass x
15216,Asian x
15217,playin'
15218,lay x
15219,it x
15220,down x
15221,and x
15222,lick x
15223,me x
15224,up
15225,what!?'
15226,'vers
15227,jag
15228,minns x
15229,det x
15230,som x
15231,igår
15232,fast
15233,det x
15234,redan x
15235,gått x
15236,ett x
15237,år y1
15238,aah
15239,för
15240,en x
15241,sekund x
15242,så x
15243,fanns x
15244,du x
15245,här
15246,jag
15247,kan x
15248,se x
15249,dig x
15250,framför x
15251,mig
15252,i
15253,mina x
15254,tankar x
15255,ser x
15256,jag x
15257,dig y1
15258,aah
15259,och
15260,om x
15261,du x
15262,ändå x
15263,vore x
15264,här
15265,dina
15266,ögon x
15267,var x
15268,så x
15269,blå
15270,men
15271,jag x
15272,visste x
15273,inte x
15274,då
15275,att
15276,det x
15277,skulle x
15278,bli x
15279,vi x
15280,två
15281,sommaren
15282,i x
15283,city x
15284,kommer x
15285,du x
15286,ihåg x
15287,minns
15288,du x
15289,vad x
15290,som x
15291,minns
15292,du x
15293,vad x
15294,du x
15295,sa x
15296,när x
15297,du x
15298,träffade x
15299,kommer
15300,du x
15301,ihåg x
15302,mig y1
15303,sommaren x
15304,i x
15305,minns
15306,du x
15307,var x
15308,vi x
15309,Minns x
15310,du x
15311,vad x
15312,vi x
15313,när
15314,jag x
15315,vandrar x
15316,genom x
15317,stan
15318,kan
15319,jag x
15320,minnas x
15321,den x
15322,där x
15323,dan y1
15324,aah
15325,när
15326,du x
15327,höll x
15328,mig x
15329,hårt x
15330,i x
15331,hand
15332,jag
15333,ville x
15334,vara x
15335,så x
15336,nära x
15337,dig
15338,och
15339,du x
15340,la x
15341,din x
15342,arm x
15343,om x
15344,mig y1
15345,aah
15346,om
15347,du x
15348,ändå x
15349,vore x
15350,här
15351,dina
15352,ögon x
15353,var x
15354,så x
15355,blå
15356,men
15357,jag x
15358,visste x
15359,inte x
15360,då
15361,att
15362,det x
15363,skulle x
15364,bli x
15365,vi x
15366,två
15367,sommaren
15368,i x
15369,city x
15370,kommer x
15371,du x
15372,ihåg x
15373,minns
15374,du x
15375,vad x
15376,som x
15377,minns
15378,du x
15379,vad x
15380,du x
15381,sa x
15382,när x
15383,du x
15384,träffade x
15385,kommer
15386,du x
15387,ihåg x
15388,mig y1
15389,sommaren x
15390,i x
15391,minns
15392,du x
15393,var x
15394,vi x
15395,Minns x
15396,du x
15397,vad x
15398,vi x
15399,och
15400,jag x
15401,längtar x
15402,efter x
15403,dig
15404,stod
15405,på x
15406,samma x
15407,plats x
15408,som x
15409,då x
15410,och x
15411,söker x
15412,dig
15413,så
15414,möts x
15415,vi x
15416,här x
15417,igen x
15418,och x
15419,jag x
15420,hoppas x
15421,att x
15422,vi x
15423,då x
15424,ska
15425,göra
15426,sommaren x
15427,till x
15428,vår x
15429,minns
15430,du x
15431,var x
15432,vi x
15433,Minns x
15434,du x
15435,vad x
15436,vi x
15437,sommaren
15438,i x
15439,city x
15440,kommer x
15441,du x
15442,ihåg x
15443,minns
15444,du x
15445,vad x
15446,som x
15447,minns
15448,du x
15449,vad x
15450,du x
15451,sa x
15452,när x
15453,du x
15454,träffade x
15455,kommer
15456,du x
15457,ihåg x
15458,mig y1
15459,sommaren x
15460,i x
15461,minns
15462,du x
15463,var x
15464,vi x
15465,Minns x
15466,du x
15467,vad x
15468,vi x
15469,sommaren
15470,i x
15471,city x
15472,kommer x
15473,du x
15474,ihåg x
15475,minns
15476,du x
15477,vad x
15478,som x
15479,minns
15480,du x
15481,vad x
15482,du x
15483,sa x
15484,när x
15485,du x
15486,träffade x
15487,kommer
15488,du x
15489,ihåg x
15490,mig y1
15491,sommaren x
15492,i x
15493,minns
15494,du x
15495,var x
15496,vi x
15497,Minns x
15498,du x
15499,vad x
15500,vi x
15501,sa?'
15502,you
15503,let x
15504,me x
15505,violate x
15506,you
15507,you
15508,let x
15509,me x
15510,desecrate x
15511,you
15512,you
15513,let x
15514,me x
15515,penetrate x
15516,you
15517,you
15518,let x
15519,me x
15520,complicate x
15521,you
15522,i
15523,broke x
15524,apart x
15525,my x
15526,insides
15527,i've
15528,got x
15529,no x
15530,soul x
15531,to x
15532,sell
15533,the
15534,only x
15535,thing x
15536,that x
15537,works x
15538,for x
15539,me
15540,help
15541,me x
15542,get x
15543,away x
15544,from x
15545,myself
15546,i
15547,wanna x
15548,fuck x
15549,you x
15550,like x
15551,an x
15552,animal
15553,i
15554,wanna x
15555,feel x
15556,you x
15557,from x
15558,the x
15559,inside
15560,i
15561,wanna x
15562,fuck x
15563,you x
15564,like x
15565,an x
15566,animal
15567,my
15568,whole x
15569,existence x
15570,is x
15571,flawed
15572,you
15573,get x
15574,me x
15575,closer x
15576,to x
15577,god
15578,you
15579,can x
15580,have x
15581,my x
15582,isolation
15583,you
15584,can x
15585,have x
15586,the x
15587,hate x
15588,that x
15589,it x
15590,brings
15591,you
15592,can x
15593,have x
15594,my x
15595,absence x
15596,of x
15597,faith
15598,you
15599,can x
15600,have x
15601,my x
15602,everything
15603,you
15604,tear x
15605,down x
15606,my x
15607,reason
15608,it's
15609,your x
15610,sex x
15611,I x
15612,can x
15613,smell
15614,you
15615,make x
15616,me x
15617,perfect
15618,help
15619,me x
15620,become x
15621,somebody x
15622,else
15623,i
15624,wanna x
15625,fuck x
15626,you x
15627,like x
15628,an x
15629,animal
15630,i
15631,wanna x
15632,feel x
15633,you x
15634,from x
15635,the x
15636,inside
15637,i
15638,wanna x
15639,fuck x
15640,you x
15641,like x
15642,an x
15643,animal
15644,my
15645,whole x
15646,existence x
15647,is x
15648,flawed
15649,you
15650,get x
15651,me x
15652,closer x
15653,to x
15654,god
15655,through
15656,every x
15657,forest
15658,above
15659,the x
15660,trees
15661,within
15662,my x
15663,stomach
15664,scraped
15665,off x
15666,my x
15667,knees
15668,i
15669,drink x
15670,the x
15671,honey
15672,inside
15673,your x
15674,hive
15675,you
15676,are x
15677,the x
15678,reason
15679,i
15680,stay x
15681,what's
15682,with x
15683,these x
15684,homies x
15685,dissin'
15686,my x
15687,why
15688,do x
15689,they x
15690,gotta x
15691,what
15692,did x
15693,we x
15694,ever x
15695,do x
15696,to x
15697,these x
15698,guys
15699,that
15700,made x
15701,them x
15702,so x
15703,but x
15704,you x
15705,know x
15706,i'm
15707,yours y1
15708,and x
15709,I x
15710,know x
15711,you're
15712,mine y1
15713,and x
15714,that's
15715,for x
15716,all x
15717,of x
15718,time
15719,ooh
15720,wee x
15721,ooh y1
15722,I x
15723,look x
15724,just x
15725,like x
15726,Buddy x
15727,holly
15728,oh
15729,oh y1
15730,and x
15731,you're
15732,Mary x
15733,Tyler x
15734,moore
15735,i
15736,don't
15737,care x
15738,what x
15739,they x
15740,say x
15741,about x
15742,us x
15743,anyway
15744,i
15745,don't
15746,care x
15747,'bout
15748,that
15749,don't
15750,you x
15751,ever x
15752,fear y1
15753,i'm
15754,always x
15755,near
15756,i
15757,know x
15758,that x
15759,you x
15760,need x
15761,help
15762,your
15763,tongue x
15764,is x
15765,twisted y1
15766,your x
15767,eyes x
15768,are x
15769,slit
15770,you
15771,need x
15772,a x
15773,guardian y1
15774,and x
15775,you x
15776,know x
15777,i'm
15778,yours y1
15779,and x
15780,I x
15781,know x
15782,you're
15783,mine y1
15784,and x
15785,that's
15786,for x
15787,all x
15788,of x
15789,time
15790,ooh
15791,wee x
15792,ooh y1
15793,I x
15794,look x
15795,just x
15796,like x
15797,Buddy x
15798,holly
15799,oh
15800,oh y1
15801,and x
15802,you're
15803,Mary x
15804,Tyler x
15805,moore
15806,i
15807,don't
15808,care x
15809,what x
15810,they x
15811,say x
15812,about x
15813,us x
15814,anyway
15815,i
15816,don't
15817,care x
15818,'bout
15819,that
15820,i
15821,don't
15822,care x
15823,'bout
15824,that y1
15825,bang y1
15826,bang y1
15827,knocking x
15828,on x
15829,the x
15830,door
15831,another
15832,big x
15833,bang y1
15834,get x
15835,down x
15836,on x
15837,the x
15838,floor
15839,oh
15840,no y1
15841,what x
15842,do x
15843,we x
15844,don't
15845,look x
15846,now y1
15847,but x
15848,I x
15849,lost x
15850,my x
15851,shoe
15852,i
15853,can't
15854,run x
15855,and x
15856,I x
15857,can't
15858,kick
15859,what's
15860,a x
15861,matter y1
15862,babe y1
15863,are x
15864,you x
15865,feelin'
15866,what's
15867,a x
15868,matter y1
15869,what's
15870,a x
15871,matter y1
15872,what's
15873,a x
15874,matter x
15875,what's
15876,a x
15877,matter y1
15878,babe y1
15879,are x
15880,you x
15881,feelin'
15882,and
15883,that's
15884,for x
15885,all x
15886,of x
15887,time
15888,and
15889,that's
15890,for x
15891,all x
15892,of x
15893,time
15894,ooh
15895,wee x
15896,ooh y1
15897,I x
15898,look x
15899,just x
15900,like x
15901,Buddy x
15902,holly
15903,oh
15904,oh y1
15905,and x
15906,you're
15907,Mary x
15908,Tyler x
15909,moore
15910,i
15911,don't
15912,care x
15913,what x
15914,they x
15915,say x
15916,about x
15917,us x
15918,anyway
15919,i
15920,don't
15921,care x
15922,'bout
15923,that
15924,i
15925,don't
15926,care x
15927,'bout
15928,that
15929,i
15930,don't
15931,care x
15932,'bout
15933,that
15934,i
15935,don't
15936,care x
15937,'bout
15938,'produced
15939,by x
15940,Ice x
15941,Cube x
15942,Evelyn x
15943,yeah y1
15944,yeah y1
15945,fool y1
15946,you x
15947,know x
15948,how x
15949,we x
15950,do x
15951,it x
15952,westside
15953,comin'
15954,from x
15955,the x
15956,westside
15957,nothin'
15958,but x
15959,the x
15960,Westside x
15961,Ice x
15962,ain't
15963,nothin'
15964,goin'
15965,on x
15966,but x
15967,the x
15968,rap x
15969,song
15970,hittin'
15971,all x
15972,night x
15973,long
15974,just
15975,like x
15976,me x
15977,on x
15978,the x
15979,black x
15980,and x
15981,white x
15982,ivory
15983,gettin'
15984,six x
15985,on x
15986,artillery x
15987,you
15988,don't
15989,want x
15990,to x
15991,see x
15992,a x
15993,g
15994,break
15995,yo'
15996,ass x
15997,like x
15998,dishes
15999,tricks y1
16000,sleep x
16001,with x
16002,the x
16003,fishes
16004,runnin'
16005,from x
16006,lennox y1
16007,up x
16008,at x
16009,venice
16010,they
16011,wanna x
16012,have x
16013,me x
16014,in x
16015,stripes x
16016,like
16017,Dennis x
16018,the x
16019,menace
16020,but
16021,that x
16022,ain't
16023,poppin' y2
16024,ain't
16025,no x
16026,stoppin' y2
16027,fo'-hoppin' y2
16028,ass x
16029,droppin' y2
16030,Coupe x
16031,deville
16032,my
16033,troupe x
16034,can y1
16035,I x
16036,got x
16037,skills y1
16038,so y1
16039,back x
16040,on x
16041,up x
16042,'fore
16043,I x
16044,check x
16045,that x
16046,chin
16047,down
16048,as x
16049,fuck x
16050,and x
16051,i'm
16052,full x
16053,off x
16054,henn'
16055,you
16056,gets x
16057,no x
16058,love x
16059,and x
16060,I x
16061,thought x
16062,you x
16063,knew x
16064,it y1
16065,fool y1
16066,you x
16067,know x
16068,how x
16069,we x
16070,do x
16071,it
16072,Ice x
16073,Cube x
16074,Evelyn x
16075,comin'
16076,from x
16077,the x
16078,westside
16079,comin'
16080,from x
16081,the x
16082,westside y1
16083,westside y1
16084,comin'
16085,from x
16086,the x
16087,westside
16088,Ice x
16089,chillin'
16090,with x
16091,the x
16092,homies y1
16093,smellin'
16094,the x
16095,bud
16096,and x
16097,i'm
16098,talkin'
16099,to x
16100,dub
16101,about
16102,who x
16103,got x
16104,a x
16105,plan y1
16106,who x
16107,got x
16108,a x
16109,plot
16110,who
16111,got x
16112,got x
16113,and
16114,who x
16115,got x
16116,shot
16117,'cause
16118,everybody x
16119,knows x
16120,that x
16121,he x
16122,got x
16123,the x
16124,info
16125,crazy
16126,Toones x
16127,hangin'
16128,out x
16129,the x
16130,window y1
16131,fool y1
16132,I x
16133,got x
16134,them x
16135,tapes
16136,da
16137,Lench x
16138,Mob x
16139,of x
16140,the x
16141,i'm
16142,down x
16143,with x
16144,Eiht x
16145,and x
16146,Watts x
16147,up
16148,kam
16149,and x
16150,solo y1
16151,they x
16152,got x
16153,nuts
16154,when
16155,Ice x
16156,Cube x
16157,write x
16158,a x
16159,sentence
16160,i
16161,want x
16162,The x
16163,Bomb x
16164,just
16165,like x
16166,George x
16167,clinton
16168,is x
16169,down x
16170,to x
16171,catch x
16172,a x
16173,body
16174,put
16175,on x
16176,we'll
16177,turn x
16178,out x
16179,your x
16180,party
16181,you
16182,gets x
16183,no x
16184,love x
16185,and x
16186,I x
16187,thought x
16188,you x
16189,knew x
16190,it y1
16191,fool y1
16192,you x
16193,know x
16194,how x
16195,we x
16196,do x
16197,it
16198,Ice x
16199,Cube x
16200,Evelyn x
16201,You x
16202,know x
16203,how x
16204,we x
16205,do x
16206,it
16207,Ice x
16208,jack
16209,be x
16210,nimble y1
16211,and x
16212,Jack x
16213,be x
16214,quick
16215,if
16216,you x
16217,wanna x
16218,jack x
16219,me x
16220,on x
16221,a x
16222,lick
16223,'cause
16224,i'm
16225,that x
16226,fool x
16227,from x
16228,South x
16229,central
16230,you'll
16231,think x
16232,you x
16233,stuck x
16234,yourself x
16235,with
16236,a x
16237,number x
16238,two x
16239,pencil
16240,that's
16241,how x
16242,I x
16243,poke x
16244,hot x
16245,lead x
16246,in x
16247,yo'
16248,ass
16249,with
16250,"""mo'"
16251,Bounce x
16252,to x
16253,the x
16254,in x
16255,the x
16256,dash
16257,mash
16258,up y1
16259,Van x
16260,ness y1
16261,headed x
16262,for x
16263,the x
16264,west
16265,everything
16266,is x
16267,great x
16268,slow
16269,down x
16270,for x
16271,the x
16272,dip
16273,on
16274,and x
16275,and x
16276,keep x
16277,mashin'
16278,don't
16279,drink x
16280,and x
16281,drive y1
16282,to x
16283,keep x
16284,the x
16285,fo'
16286,from x
16287,crashin'
16288,stashin'
16289,a x
16290,Glock x
16291,and x
16292,I x
16293,thought x
16294,you x
16295,knew x
16296,it
16297,You x
16298,know x
16299,how x
16300,we x
16301,do x
16302,it
16303,Ice x
16304,Cube x
16305,Evelyn x
16306,comin'
16307,from x
16308,the x
16309,westside y1
16310,westside
16311,nothin'
16312,but x
16313,the x
16314,westside
16315,it's
16316,hittin'
16317,on x
16318,the x
16319,westside y1
16320,fool y1
16321,you x
16322,know x
16323,how x
16324,we x
16325,do x
16326,it
16327,(woh-uh-oh-oh-oh)'
16328,as
16329,I x
16330,walk x
16331,through x
16332,the x
16333,valley x
16334,of x
16335,the x
16336,shadow x
16337,of x
16338,death
16339,i
16340,take x
16341,a x
16342,look x
16343,at x
16344,my x
16345,life x
16346,and x
16347,realize x
16348,there's
16349,nothin'
16350,left
16351,'cause
16352,i've
16353,been x
16354,blastin'
16355,and x
16356,laughin'
16357,so x
16358,long y1
16359,that
16360,even
16361,my x
16362,momma x
16363,thinks x
16364,that x
16365,my x
16366,mind x
16367,is x
16368,gone
16369,but
16370,I x
16371,ain't
16372,never x
16373,crossed x
16374,a x
16375,man x
16376,that x
16377,didn't
16378,deserve x
16379,it
16380,me
16381,be x
16382,treated x
16383,like x
16384,a x
16385,punk y1
16386,you x
16387,know x
16388,that's
16389,unheard x
16390,of
16391,you
16392,better x
16393,watch x
16394,how x
16395,you x
16396,talkin'
16397,and x
16398,where x
16399,you x
16400,walkin'
16401,or
16402,you x
16403,and x
16404,your x
16405,homies x
16406,might x
16407,be x
16408,lined x
16409,in x
16410,chalk
16411,i
16412,really x
16413,hate x
16414,to x
16415,trip y1
16416,but x
16417,I x
16418,gotta x
16419,loc
16420,as
16421,they x
16422,croak y1
16423,I x
16424,see x
16425,myself x
16426,in x
16427,the x
16428,pistol x
16429,smoke y1
16430,fool y1
16431,i'm
16432,the x
16433,kinda x
16434,G x
16435,the x
16436,little x
16437,homies x
16438,wanna x
16439,be x
16440,like
16441,on
16442,my x
16443,knees x
16444,in x
16445,the x
16446,night y1
16447,sayin'
16448,prayers x
16449,in x
16450,the x
16451,streetlight
16452,been
16453,spendin'
16454,most x
16455,their x
16456,lives x
16457,livin'
16458,in x
16459,the x
16460,gangsta's
16461,paradise
16462,been
16463,spendin'
16464,most x
16465,their x
16466,lives x
16467,livin'
16468,in x
16469,the x
16470,gangsta's
16471,paradise
16472,keep
16473,spendin'
16474,most x
16475,our x
16476,lives x
16477,livin'
16478,in x
16479,the x
16480,gangsta's
16481,paradise
16482,keep
16483,spendin'
16484,most x
16485,our x
16486,lives x
16487,livin'
16488,in x
16489,the x
16490,gangsta's
16491,paradise
16492,look
16493,at x
16494,the x
16495,situation x
16496,they x
16497,got x
16498,me x
16499,facin'
16500,i
16501,can't
16502,live x
16503,a x
16504,normal x
16505,life y1
16506,I x
16507,was x
16508,raised x
16509,by x
16510,the x
16511,street
16512,so
16513,I x
16514,gotta x
16515,be x
16516,down x
16517,with x
16518,the x
16519,hood x
16520,team
16521,too
16522,much x
16523,television x
16524,watchin'
16525,got x
16526,me x
16527,chasin'
16528,dreams
16529,i'm
16530,a x
16531,educated x
16532,fool x
16533,with x
16534,money x
16535,on x
16536,my x
16537,mind
16538,got
16539,my x
16540,ten x
16541,in x
16542,my x
16543,hand x
16544,and x
16545,a x
16546,gleam x
16547,in x
16548,my x
16549,eye
16550,i'm
16551,a x
16552,loc'd
16553,out x
16554,gangsta y1
16555,set x
16556,trippin'
16557,banger
16558,and
16559,my x
16560,homies x
16561,is x
16562,down x
16563,so x
16564,don't
16565,arouse x
16566,my x
16567,anger y1
16568,fool y1
16569,death x
16570,ain't
16571,nothin'
16572,but x
16573,a x
16574,heart x
16575,beat x
16576,away
16577,i'm
16578,livin'
16579,life x
16580,do x
16581,or x
16582,die y1
16583,what x
16584,can x
16585,I x
16586,i'm
16587,now y1
16588,but x
16589,will x
16590,I x
16591,live x
16592,to x
16593,see x
16594,the
16595,way x
16596,things x
16597,is x
16598,goin'
16599,I x
16600,don't
16601,know
16602,tell
16603,me x
16604,why x
16605,are x
16606,we x
16607,so x
16608,blind x
16609,to x
16610,see
16611,that
16612,the x
16613,ones x
16614,we x
16615,hurt x
16616,are x
16617,you x
16618,and x
16619,been
16620,spendin'
16621,most x
16622,their x
16623,lives x
16624,livin'
16625,in x
16626,the x
16627,gangsta's
16628,paradise
16629,been
16630,spendin'
16631,most x
16632,their x
16633,lives x
16634,livin'
16635,in x
16636,the x
16637,gangsta's
16638,paradise
16639,keep
16640,spendin'
16641,most x
16642,our x
16643,lives x
16644,livin'
16645,in x
16646,the x
16647,gangsta's
16648,paradise
16649,keep
16650,spendin'
16651,most x
16652,our x
16653,lives x
16654,livin'
16655,in x
16656,the x
16657,gangsta's
16658,paradise
16659,power
16660,and x
16661,the x
16662,money y1
16663,money x
16664,and x
16665,the x
16666,power
16667,minute
16668,after x
16669,minute y1
16670,hour x
16671,after x
16672,hour
16673,everybody's
16674,runnin' y2
16675,but x
16676,half x
16677,of x
16678,them x
16679,ain't
16680,lookin'
16681,it's
16682,goin'
16683,on x
16684,in x
16685,the x
16686,kitchen y1
16687,but x
16688,I x
16689,don't
16690,know x
16691,what's
16692,cookin'
16693,they
16694,say x
16695,I x
16696,gotta x
16697,learn y1
16698,but x
16699,nobody's
16700,here x
16701,to x
16702,teach x
16703,me
16704,if
16705,they x
16706,can't
16707,understand x
16708,it y1
16709,how x
16710,can x
16711,they x
16712,reach x
16713,i
16714,guess x
16715,they x
16716,can't y2
16717,I x
16718,guess x
16719,they x
16720,won't
16721,i
16722,guess x
16723,they x
16724,frontin' y2
16725,that's
16726,why x
16727,I x
16728,know x
16729,my x
16730,life x
16731,is x
16732,out x
16733,of x
16734,luck y1
16735,been
16736,spendin'
16737,most x
16738,their x
16739,lives x
16740,livin'
16741,in x
16742,the x
16743,gangsta's
16744,paradise
16745,been
16746,spendin'
16747,most x
16748,their x
16749,lives x
16750,livin'
16751,in x
16752,the x
16753,gangsta's
16754,paradise
16755,keep
16756,spendin'
16757,most x
16758,our x
16759,lives x
16760,livin'
16761,in x
16762,the x
16763,gangsta's
16764,paradise
16765,keep
16766,spendin'
16767,most x
16768,our x
16769,lives x
16770,livin'
16771,in x
16772,the x
16773,gangsta's
16774,paradise
16775,tell
16776,me x
16777,why x
16778,are x
16779,we x
16780,so x
16781,blind x
16782,to x
16783,see
16784,that
16785,the x
16786,ones x
16787,we x
16788,hurt x
16789,are x
16790,you x
16791,and x
16792,tell
16793,me x
16794,why x
16795,are x
16796,we x
16797,so x
16798,blind x
16799,to x
16800,see
16801,that
16802,the x
16803,ones x
16804,we x
16805,hurt x
16806,are x
16807,you x
16808,and x
16809,'intro:
16810,Serj x
16811,we're
16812,rolling x
16813,Serj x
16814,wake
16815,up x
16816,grab
16817,a x
16818,brush x
16819,and x
16820,put x
16821,a x
16822,little x
16823,makeup
16824,hide
16825,your x
16826,scars x
16827,to x
16828,fade x
16829,away x
16830,the x
16831,shakeup x
16832,the x
16833,scars x
16834,to x
16835,fade x
16836,away x
16837,the x
16838,why'd
16839,you x
16840,leave x
16841,the x
16842,keys x
16843,upon x
16844,the x
16845,here
16846,you x
16847,go y1
16848,create x
16849,another x
16850,fable y1
16851,you x
16852,wanted x
16853,to
16854,grab
16855,a x
16856,brush x
16857,and x
